"id","external_id","tekra_key","asbis_key","name_bg","name_en","sort_order","platform","created_at","updated_at","created_by","last_modified_by","is_filter","most_key","filter_order"
5961,,,,Expansion slots,Expansion slots,50,MOST,2026-06-02 09:59:35.377,2026-06-02 09:59:35.377,system,system,true,expansion_slots,
3129,65,,,Интерфейс,Intarface,145,VALI,2026-05-18 11:42:03.092,2026-05-18 11:42:03.092,system,system,true,,
5964,,,,Operating temperature,Operating temperature,50,MOST,2026-06-02 09:59:35.908,2026-06-02 09:59:35.908,system,system,true,operating_temperature,
3132,82,,,Интерфейс,Interface,258,VALI,2026-05-18 11:42:03.283,2026-05-18 11:42:03.283,system,system,true,,
5965,,,,Storage,Storage,50,MOST,2026-06-02 09:59:36.070,2026-06-02 09:59:36.070,system,system,true,storage,
5966,,,,Speed,Speed,50,MOST,2026-06-02 09:59:36.083,2026-06-02 09:59:36.083,system,system,true,speed,
5967,,,,Security,Security,50,MOST,2026-06-02 09:59:36.118,2026-06-02 09:59:36.118,system,system,true,security,
5968,,,,Sensors,Sensors,50,MOST,2026-06-02 09:59:36.347,2026-06-02 09:59:36.347,system,system,true,sensors,
3138,176,,,Интерфейс,Interface,495,VALI,2026-05-18 11:42:03.706,2026-05-18 11:42:03.706,system,system,true,,
3139,194,,,Размери,Dimensions,524,VALI,2026-05-18 11:42:03.748,2026-05-18 11:42:03.748,system,system,false,,
3140,197,,,Консумирана мощност,Power consumption,507,VALI,2026-05-18 11:42:03.771,2026-05-18 11:42:03.771,system,system,false,,
3141,198,,,Операционна система,Operating systems,522,VALI,2026-05-18 11:42:03.779,2026-05-18 11:42:03.779,system,system,false,,
3142,208,,,Цвят,Colour,2336,VALI,2026-05-18 11:42:03.865,2026-05-18 11:42:03.865,system,system,true,,
5969,13,,,Скорост при четене (MB/s),Read (MB/s),21,VALI,2026-06-03 01:02:12.643,2026-06-03 01:02:12.643,system,system,false,,
5970,14,,,Скорост при запис (MB/s),Write (MB/s),22,VALI,2026-06-03 01:02:12.904,2026-06-03 01:02:12.904,system,system,false,,
5971,16,,,Размери (мм),Dimensions (mm),25,VALI,2026-06-03 01:02:13.161,2026-06-03 01:02:13.161,system,system,false,,
5972,21,,,IOPS,IOPS,23,VALI,2026-06-03 01:02:13.487,2026-06-03 01:02:13.487,system,system,false,,
5973,24,,,Кеш памет,Cache (MB),20,VALI,2026-06-03 01:02:13.568,2026-06-03 01:02:13.568,system,system,true,,
5974,26,,,Серия процесори,Series CPU,37,VALI,2026-06-03 01:02:13.588,2026-06-03 01:02:13.588,system,system,true,,
5975,27,,,Работна честота,Operating frequency,40,VALI,2026-06-03 01:02:13.649,2026-06-03 01:02:13.649,system,system,true,,
5976,28,,,Сокет,CPU Socket:,39,VALI,2026-06-03 01:02:13.691,2026-06-03 01:02:13.691,system,system,true,,
5977,29,,,Физически ядра,Core Count,42,VALI,2026-06-03 01:02:13.733,2026-06-03 01:02:13.733,system,system,true,,
5978,30,,,Логически ядра,Thread Count,43,VALI,2026-06-03 01:02:13.754,2026-06-03 01:02:13.754,system,system,true,,
5979,31,,,Кеш памет,Cache,44,VALI,2026-06-03 01:02:13.779,2026-06-03 01:02:13.779,system,system,true,,
5980,32,,,Технология на производството,Manufacturing Tech,45,VALI,2026-06-03 01:02:13.824,2026-06-03 01:02:13.824,system,system,true,,
5981,33,,,Термична мощност - TDP (W),TDP (W),46,VALI,2026-06-03 01:02:13.839,2026-06-03 01:02:13.839,system,system,true,,
5983,44,,,Поддържана памет,Memory Standard,790,VALI,2026-06-03 01:02:14.081,2026-06-03 01:02:14.081,system,system,true,,
5984,45,,,Максимален капацитет поддържана памет,Maximum Memory Supported,791,VALI,2026-06-03 01:02:14.094,2026-06-03 01:02:14.094,system,system,true,,
5985,46,,,Брой слотове памет,Number of Memory Slots,792,VALI,2026-06-03 01:02:14.105,2026-06-03 01:02:14.105,system,system,true,,
5986,55,,,Размер на шината (битове),Memory Bus (bits),117,VALI,2026-06-03 01:02:14.222,2026-06-03 01:02:14.222,system,system,true,,
5987,57,,,Видео изходи,Video outputs,122,VALI,2026-06-03 01:02:14.239,2026-06-03 01:02:14.239,system,system,true,,
3162,282,,,Функции,Features,400,VALI,2026-05-18 11:42:04.342,2026-05-18 11:42:04.342,system,system,true,,
3163,286,,,Интерфейс,Interface,403,VALI,2026-05-18 11:42:04.349,2026-05-18 11:42:04.349,system,system,false,,
5988,60,,,Честота (MHz),Frequency Range,130,VALI,2026-06-03 01:02:14.272,2026-06-03 01:02:14.272,system,system,true,,
5989,61,,,Волтаж,Voltage,131,VALI,2026-06-03 01:02:14.306,2026-06-03 01:02:14.306,system,system,true,,
5990,70,,,Яркост,Brightness,161,VALI,2026-06-03 01:02:14.443,2026-06-03 01:02:14.443,system,system,true,,
3167,300,,,Други,Other,409,VALI,2026-05-18 11:42:04.480,2026-05-18 11:42:04.480,system,system,true,,
3168,301,,,Размери,Dimensions,413,VALI,2026-05-18 11:42:04.493,2026-05-18 11:42:04.493,system,system,false,,
3169,303,,,Материал,Material,717,VALI,2026-05-18 11:42:04.506,2026-05-18 11:42:04.506,system,system,true,,
3170,305,,,Размери,Dimensions,727,VALI,2026-05-18 11:42:04.514,2026-05-18 11:42:04.514,system,system,true,,
3171,308,,,Яркост,Brightness,720,VALI,2026-05-18 11:42:04.518,2026-05-18 11:42:04.518,system,system,true,,
3172,310,,,Други,Other,1629,VALI,2026-05-18 11:42:04.522,2026-05-18 11:42:04.522,system,system,true,,
3173,311,,,Цвят,Colour,726,VALI,2026-05-18 11:42:04.552,2026-05-18 11:42:04.552,system,system,true,,
5991,74,,,Система,System,207,VALI,2026-06-03 01:02:14.474,2026-06-03 01:02:14.474,system,system,true,,
5992,75,,,Тип памет,Type,233,VALI,2026-06-03 01:02:14.479,2026-06-03 01:02:14.479,system,system,true,,
5993,77,,,Клас,Speed Class Rating,234,VALI,2026-06-03 01:02:14.490,2026-06-03 01:02:14.490,system,system,true,,
5994,78,,,Интерфейс,Interface,243,VALI,2026-06-03 01:02:14.503,2026-06-03 01:02:14.503,system,system,true,,
5995,80,,,Свързване,Connection,242,VALI,2026-06-03 01:02:14.517,2026-06-03 01:02:14.517,system,system,true,,
3179,349,,,Волтаж,Voltage,750,VALI,2026-05-18 11:42:04.757,2026-05-18 11:42:04.757,system,system,true,,
3180,350,,,Капацитет,Capacity,751,VALI,2026-05-18 11:42:04.791,2026-05-18 11:42:04.791,system,system,false,,
3181,351,,,Размери (мм),Dimension (mm),755,VALI,2026-05-18 11:42:04.861,2026-05-18 11:42:04.861,system,system,false,,
3182,353,,,Тип аксесоар,Type,742,VALI,2026-05-18 11:42:04.876,2026-05-18 11:42:04.876,system,system,true,,
5996,81,,,Включена мишка.,Mouse Included,249,VALI,2026-06-03 01:02:14.523,2026-06-03 01:02:14.523,system,system,true,,
5997,88,,,Микрофон,Microphone,821,VALI,2026-06-03 01:02:14.536,2026-06-03 01:02:14.536,system,system,true,,
5998,91,,,Скорост на прехвърляне Wi-Fi (Mbps).,Data transfer Wi-Fi (Mbps),354,VALI,2026-06-03 01:02:14.543,2026-06-03 01:02:14.543,system,system,true,,
5999,93,,,Скорост на трансфер (MB/s),Data transfer rate (MB/s),378,VALI,2026-06-03 01:02:14.596,2026-06-03 01:02:14.596,system,system,true,,
5963,,,frequency,Frequency,Frequency,50,MOST,2026-06-02 09:59:35.851,2026-07-02 02:27:38.215,system,system,true,frequency,
6000,99,,,Размер на екрана,Screen size,415,VALI,2026-06-03 01:02:14.603,2026-06-03 01:02:14.603,system,system,true,,
6001,103,,,Стойка за,Type,526,VALI,2026-06-03 01:02:14.629,2026-06-03 01:02:14.629,system,system,true,,
6002,104,,,Макс.тегло (кг),Weight Capacity (kg),533,VALI,2026-06-03 01:02:14.642,2026-06-03 01:02:14.642,system,system,true,,
6003,105,,,Макс.диагонал (инча),Screen Size max. (inch),529,VALI,2026-06-03 01:02:14.661,2026-06-03 01:02:14.661,system,system,true,,
6004,106,,,VESA Стандарт,VESA Standard,532,VALI,2026-06-03 01:02:14.685,2026-06-03 01:02:14.685,system,system,false,,
6005,107,,,Тип стойка,Version,527,VALI,2026-06-03 01:02:14.728,2026-06-03 01:02:14.728,system,system,true,,
6006,109,,,Дължина,Length,761,VALI,2026-06-03 01:02:14.732,2026-06-03 01:02:14.732,system,system,true,,
6007,113,,,Капацитет.,Capacity,578,VALI,2026-06-03 01:02:14.767,2026-06-03 01:02:14.767,system,system,true,,
3198,401,,,Памет,RAM,779,VALI,2026-05-18 11:42:05.324,2026-05-18 11:42:05.324,system,system,true,,
6008,129,,,Консумирана мощност,Consumption,2124,VALI,2026-06-03 01:02:14.790,2026-06-03 01:02:14.790,system,system,false,,
6009,131,,,Формат на картината,Aspect Ratio,156,VALI,2026-06-03 01:02:14.896,2026-06-03 01:02:14.896,system,system,true,,
6010,132,,,Размери пиксел,Pixel Pitch,157,VALI,2026-06-03 01:02:14.903,2026-06-03 01:02:14.903,system,system,false,,
6011,133,,,Брой цветове,Display Colors,165,VALI,2026-06-03 01:02:14.965,2026-06-03 01:02:14.965,system,system,true,,
6012,137,,,Статичен контраст,Contrast(Typical),163,VALI,2026-06-03 01:02:14.998,2026-06-03 01:02:14.998,system,system,true,,
6013,138,,,Динамичен контраст,Active Contrast,164,VALI,2026-06-03 01:02:15.033,2026-06-03 01:02:15.033,system,system,true,,
6014,144,,,Вградени говорители,Built-in Speakers,175,VALI,2026-06-03 01:02:15.465,2026-06-03 01:02:15.465,system,system,true,,
6015,145,,,Монтиране на стена,VESA Mounting,1445,VALI,2026-06-03 01:02:15.487,2026-06-03 01:02:15.487,system,system,true,,
6016,148,,,Видео портове,Video Ports,170,VALI,2026-06-03 01:02:15.495,2026-06-03 01:02:15.495,system,system,true,,
3208,435,,,Размери (mm),Dimension (mm),1799,VALI,2026-05-18 11:42:05.486,2026-05-18 11:42:05.486,system,system,false,,
6017,152,,,Въртене(портрет)/Pivot,Pivot,176,VALI,2026-06-03 01:02:15.592,2026-06-03 01:02:15.592,system,system,true,,
3210,437,,,Приложение,Application,785,VALI,2026-05-18 11:42:05.520,2026-05-18 11:42:05.520,system,system,true,,
3211,450,,,Размери,Dimension,850,VALI,2026-05-18 11:42:05.531,2026-05-18 11:42:05.531,system,system,false,,
3212,460,,,Технология,Type,826,VALI,2026-05-18 11:42:05.546,2026-05-18 11:42:05.546,system,system,true,,
6018,153,,,Накланяне/Tilt,Tilt,177,VALI,2026-06-03 01:02:15.602,2026-06-03 01:02:15.602,system,system,false,,
6019,154,,,Регулиране(ляво/дясно)/Swivel,Swivel,179,VALI,2026-06-03 01:02:15.656,2026-06-03 01:02:15.656,system,system,true,,
6020,155,,,Регулиране височина,Height adjust range,180,VALI,2026-06-03 01:02:15.680,2026-06-03 01:02:15.680,system,system,true,,
3216,477,,,Приложение,Application,82,VALI,2026-05-18 11:42:05.565,2026-05-18 11:42:05.565,system,system,true,,
3217,479,,,Ниво на шум,Noise Level,87,VALI,2026-05-18 11:42:05.570,2026-05-18 11:42:05.570,system,system,false,,
3218,480,,,Размери,Dimension,83,VALI,2026-05-18 11:42:05.577,2026-05-18 11:42:05.577,system,system,true,,
3219,483,,,Други,Other,2235,VALI,2026-05-18 11:42:05.582,2026-05-18 11:42:05.582,system,system,true,,
6021,157,,,Тип аксесоар,"",686,VALI,2026-06-03 01:02:15.703,2026-06-03 01:02:15.703,system,system,true,,
6022,159,,,Цвят,Color,693,VALI,2026-06-03 01:02:15.718,2026-06-03 01:02:15.718,system,system,true,,
3222,496,,,Конектори,Connectors,753,VALI,2026-05-18 11:42:05.627,2026-05-18 11:42:05.627,system,system,true,,
6023,160,,,Съвместими телефони,Compatible phones,696,VALI,2026-06-03 01:02:15.730,2026-06-03 01:02:15.730,system,system,true,,
6024,161,,,Други,Other,2354,VALI,2026-06-03 01:02:15.732,2026-06-03 01:02:15.732,system,system,true,,
6025,163,,,Размери (мм),Size,708,VALI,2026-06-03 01:02:15.758,2026-06-03 01:02:15.758,system,system,true,,
6026,165,,,Акумулатор,Battery type,698,VALI,2026-06-03 01:02:15.792,2026-06-03 01:02:15.792,system,system,true,,
6027,166,,,Издръжливост на батерията,Battery life,699,VALI,2026-06-03 01:02:15.809,2026-06-03 01:02:15.809,system,system,true,,
6028,167,,,Сензори,Sensor,703,VALI,2026-06-03 01:02:15.827,2026-06-03 01:02:15.827,system,system,true,,
6029,168,,,Технология,Technology,706,VALI,2026-06-03 01:02:15.840,2026-06-03 01:02:15.840,system,system,true,,
6030,170,,,Резолюция (пиксели),Resolution,691,VALI,2026-06-03 01:02:15.846,2026-06-03 01:02:15.846,system,system,true,,
6031,219,,,Тип консуматив,Type,709,VALI,2026-06-03 01:02:15.875,2026-06-03 01:02:15.875,system,system,true,,
6032,220,,,Цвят,Colour,711,VALI,2026-06-03 01:02:15.888,2026-06-03 01:02:15.888,system,system,true,,
6033,221,,,Макс. брой копия,Page yield,712,VALI,2026-06-03 01:02:15.901,2026-06-03 01:02:15.901,system,system,false,,
6034,222,,,Съвместими модели,Compatible with printers,713,VALI,2026-06-03 01:02:15.988,2026-06-03 01:02:15.988,system,system,false,,
6035,223,,,Консуматив,Consumable,714,VALI,2026-06-03 01:02:16.190,2026-06-03 01:02:16.190,system,system,true,,
6036,225,,,Формати ел. книги,Text,469,VALI,2026-06-03 01:02:16.192,2026-06-03 01:02:16.192,system,system,false,,
6037,227,,,Wireless,Wireless,470,VALI,2026-06-03 01:02:16.236,2026-06-03 01:02:16.236,system,system,true,,
6038,228,,,Батерия,Battery,471,VALI,2026-06-03 01:02:16.240,2026-06-03 01:02:16.240,system,system,true,,
6039,229,,,Процесор,CPU,464,VALI,2026-06-03 01:02:16.242,2026-06-03 01:02:16.242,system,system,true,,
6040,230,,,Височина,Height,480,VALI,2026-06-03 01:02:16.250,2026-06-03 01:02:16.250,system,system,true,,
6041,231,,,Вътрешна памет,Memory,466,VALI,2026-06-03 01:02:16.258,2026-06-03 01:02:16.258,system,system,true,,
6042,232,,,Аудио,Audio,473,VALI,2026-06-03 01:02:16.262,2026-06-03 01:02:16.262,system,system,true,,
6043,233,,,Свързаност,Connectivity ,475,VALI,2026-06-03 01:02:16.265,2026-06-03 01:02:16.265,system,system,true,,
6044,235,,,Цвят,Colour,482,VALI,2026-06-03 01:02:16.269,2026-06-03 01:02:16.269,system,system,true,,
6045,236,,,RAM,RAM,465,VALI,2026-06-03 01:02:16.281,2026-06-03 01:02:16.281,system,system,true,,
7081,,,console_port,Console Port,Console Port,50,ASBIS,2026-06-04 02:17:19.139,2026-06-04 02:17:19.139,system,system,true,,
3249,566,,,Мощност,Wattage (W),7,VALI,2026-05-18 11:42:05.785,2026-05-18 11:42:05.785,system,system,true,,
3250,569,,,Конектори,Connectors,9,VALI,2026-05-18 11:42:05.787,2026-05-18 11:42:05.787,system,system,false,,
3251,570,,,Входно напрежение,Input Voltage,2380,VALI,2026-05-18 11:42:05.790,2026-05-18 11:42:05.790,system,system,true,,
3252,572,,,Размери,Dimension,2372,VALI,2026-05-18 11:42:05.792,2026-05-18 11:42:05.792,system,system,true,,
3253,573,,,Форм фактор,Form Factor,8,VALI,2026-05-18 11:42:05.795,2026-05-18 11:42:05.795,system,system,true,,
6046,237,,,Формати изображение,Photo,476,VALI,2026-06-03 01:02:16.285,2026-06-03 01:02:16.285,system,system,true,,
6047,238,,,Размер на екрана,Screen Size,460,VALI,2026-06-03 01:02:16.289,2026-06-03 01:02:16.289,system,system,true,,
6048,239,,,Вход слушалки,Headset,474,VALI,2026-06-03 01:02:16.295,2026-06-03 01:02:16.295,system,system,true,,
6049,241,,,Слот карта памет,Слот карта памет,468,VALI,2026-06-03 01:02:16.297,2026-06-03 01:02:16.297,system,system,true,,
6050,243,,,Функции,Features,477,VALI,2026-06-03 01:02:16.300,2026-06-03 01:02:16.300,system,system,true,,
6051,244,,,Брой цветове,Colors,462,VALI,2026-06-03 01:02:16.312,2026-06-03 01:02:16.312,system,system,true,,
6052,245,,,Други,Other,1984,VALI,2026-06-03 01:02:16.314,2026-06-03 01:02:16.314,system,system,true,,
6053,246,,,Резолюция,Resolution,463,VALI,2026-06-03 01:02:16.325,2026-06-03 01:02:16.325,system,system,true,,
3262,589,,,Дължина кабел,Cable Length,259,VALI,2026-05-18 11:42:05.825,2026-05-18 11:42:05.825,system,system,true,,
3263,591,,,Свързване,Connection,256,VALI,2026-05-18 11:42:05.831,2026-05-18 11:42:05.831,system,system,true,,
3264,592,,,Честотен диапазон,Frequency Range,261,VALI,2026-05-18 11:42:05.833,2026-05-18 11:42:05.833,system,system,true,,
3265,594,,,Чувствителност,Sensitivity,1972,VALI,2026-05-18 11:42:05.838,2026-05-18 11:42:05.838,system,system,true,,
3266,597,,,Интерфейс,Interface,291,VALI,2026-05-18 11:42:05.842,2026-05-18 11:42:05.842,system,system,true,,
3267,598,,,Приложение,Application,280,VALI,2026-05-18 11:42:05.848,2026-05-18 11:42:05.848,system,system,true,,
3268,600,,,Размери,Dimension,1909,VALI,2026-05-18 11:42:05.849,2026-05-18 11:42:05.849,system,system,true,,
3269,604,,,Операционна система,Operating system,1907,VALI,2026-05-18 11:42:05.852,2026-05-18 11:42:05.852,system,system,true,,
3270,606,,,Сензор,Image Sensor,282,VALI,2026-05-18 11:42:05.862,2026-05-18 11:42:05.862,system,system,true,,
3271,607,,,Захранване,Power supply,1908,VALI,2026-05-18 11:42:05.863,2026-05-18 11:42:05.863,system,system,true,,
6054,247,,,Тъч екран,Touch,458,VALI,2026-06-03 01:02:16.333,2026-06-03 01:02:16.333,system,system,true,,
6055,248,,,Автономия на акумулатор,Battery Life,472,VALI,2026-06-03 01:02:16.336,2026-06-03 01:02:16.336,system,system,true,,
6056,250,,,Съвместими модели,Compatible with,485,VALI,2026-06-03 01:02:16.343,2026-06-03 01:02:16.343,system,system,true,,
6057,251,,,Цвят,Colour,1970,VALI,2026-06-03 01:02:16.362,2026-06-03 01:02:16.362,system,system,true,,
6058,252,,,Размери,Dimension,487,VALI,2026-06-03 01:02:16.373,2026-06-03 01:02:16.373,system,system,true,,
3277,631,,,Материал,Material,929,VALI,2026-05-18 11:42:05.888,2026-05-18 11:42:05.888,system,system,true,,
3278,633,,,Размери,Dimension,928,VALI,2026-05-18 11:42:05.891,2026-05-18 11:42:05.891,system,system,true,,
3279,634,,,Други,Other,1651,VALI,2026-05-18 11:42:05.892,2026-05-18 11:42:05.892,system,system,true,,
6059,253,,,Материал,Material,488,VALI,2026-06-03 01:02:16.384,2026-06-03 01:02:16.384,system,system,true,,
6060,254,,,Други,Other,1971,VALI,2026-06-03 01:02:16.389,2026-06-03 01:02:16.389,system,system,false,,
6061,255,,,Въртене,Swivel Range,534,VALI,2026-06-03 01:02:16.391,2026-06-03 01:02:16.391,system,system,true,,
6062,256,,,Вертикален наклон (градуси),Tilt,535,VALI,2026-06-03 01:02:16.399,2026-06-03 01:02:16.399,system,system,true,,
6063,257,,,Разстояние спрямо стената (мм),Outside Dimension Depth (mm),536,VALI,2026-06-03 01:02:16.415,2026-06-03 01:02:16.415,system,system,false,,
6064,258,,,Цвят,Colour,2000,VALI,2026-06-03 01:02:16.449,2026-06-03 01:02:16.449,system,system,true,,
6065,259,,,Тип аксесоар,Type,422,VALI,2026-06-03 01:02:16.453,2026-06-03 01:02:16.453,system,system,true,,
6066,260,,,Вид стойка,Type stand,424,VALI,2026-06-03 01:02:16.460,2026-06-03 01:02:16.460,system,system,true,,
6067,261,,,Други,Other,2004,VALI,2026-06-03 01:02:16.462,2026-06-03 01:02:16.462,system,system,true,,
6068,262,,,Монтаж на,Mounting,425,VALI,2026-06-03 01:02:16.482,2026-06-03 01:02:16.482,system,system,true,,
6069,263,,,Хоризонтален наклон (градуси),Swivel Range,426,VALI,2026-06-03 01:02:16.485,2026-06-03 01:02:16.485,system,system,true,,
6070,264,,,Вертикален наклон (градуси),Tilt,427,VALI,2026-06-03 01:02:16.487,2026-06-03 01:02:16.487,system,system,true,,
6071,265,,,Макс. натоварване,Weight,428,VALI,2026-06-03 01:02:16.492,2026-06-03 01:02:16.492,system,system,true,,
6072,266,,,Цвят,Colour,429,VALI,2026-06-03 01:02:16.500,2026-06-03 01:02:16.500,system,system,true,,
6073,267,,,Тип екран,Type,414,VALI,2026-06-03 01:02:16.503,2026-06-03 01:02:16.503,system,system,true,,
6074,268,,,Захващане,Mounting,416,VALI,2026-06-03 01:02:16.505,2026-06-03 01:02:16.505,system,system,true,,
6075,269,,,Формат екран,Format,417,VALI,2026-06-03 01:02:16.509,2026-06-03 01:02:16.509,system,system,true,,
6076,270,,,Визуален ъгъл (градуси),Visual angle,418,VALI,2026-06-03 01:02:16.511,2026-06-03 01:02:16.511,system,system,true,,
6077,274,,,Други,Other,421,VALI,2026-06-03 01:02:16.514,2026-06-03 01:02:16.514,system,system,true,,
6078,295,,,С дистанционно управление,Remote,419,VALI,2026-06-03 01:02:16.539,2026-06-03 01:02:16.539,system,system,true,,
6079,296,,,Включено дистанционно у-во,Remote included,420,VALI,2026-06-03 01:02:16.541,2026-06-03 01:02:16.541,system,system,true,,
6080,297,,,Цвят,Colour,26,VALI,2026-06-03 01:02:16.543,2026-06-03 01:02:16.543,system,system,true,,
6081,298,,,Други,Other,28,VALI,2026-06-03 01:02:16.547,2026-06-03 01:02:16.547,system,system,true,,
6082,314,,,Цвят.,Colour,1472,VALI,2026-06-03 01:02:16.564,2026-06-03 01:02:16.564,system,system,true,,
6083,315,,,Съвместими телефони.,Compatible phones,580,VALI,2026-06-03 01:02:16.576,2026-06-03 01:02:16.576,system,system,true,,
6084,316,,,Размери (мм),Dimensions (mm),2233,VALI,2026-06-03 01:02:16.577,2026-06-03 01:02:16.577,system,system,true,,
6085,318,,,Други,Other,2232,VALI,2026-06-03 01:02:16.601,2026-06-03 01:02:16.601,system,system,true,,
6086,320,,,Свързаност.,Conetivity,582,VALI,2026-06-03 01:02:16.605,2026-06-03 01:02:16.605,system,system,true,,
6087,321,,,Съвместимост,"",728,VALI,2026-06-03 01:02:16.610,2026-06-03 01:02:16.610,system,system,true,,
6089,325,,,Цвят,Colour,739,VALI,2026-06-03 01:02:16.619,2026-06-03 01:02:16.619,system,system,true,,
6090,327,,,Регулиране височина,Adjustable seat height,730,VALI,2026-06-03 01:02:16.636,2026-06-03 01:02:16.636,system,system,true,,
6091,331,,,Материал,"",734,VALI,2026-06-03 01:02:16.694,2026-06-03 01:02:16.694,system,system,true,,
6092,332,,,Регулириеми подлакътници,"",735,VALI,2026-06-03 01:02:16.698,2026-06-03 01:02:16.698,system,system,true,,
6093,333,,,Заключващ механизъм на облегалката,"",736,VALI,2026-06-03 01:02:16.700,2026-06-03 01:02:16.700,system,system,true,,
6094,334,,,Люлеещ механизъм,"",737,VALI,2026-06-03 01:02:16.702,2026-06-03 01:02:16.702,system,system,true,,
6095,335,,,Газов амортисьор,"",738,VALI,2026-06-03 01:02:16.704,2026-06-03 01:02:16.704,system,system,true,,
3325,781,,,Други,Other,1912,VALI,2026-05-18 11:42:06.066,2026-05-18 11:42:06.066,system,system,true,,
6096,355,,,Други,Other,1852,VALI,2026-06-03 01:02:16.711,2026-06-03 01:02:16.711,system,system,true,,
6097,356,,,Тип аксесоар,Type,585,VALI,2026-06-03 01:02:16.719,2026-06-03 01:02:16.719,system,system,true,,
6098,357,,,Съвместими телефони,Compatible phones,587,VALI,2026-06-03 01:02:16.723,2026-06-03 01:02:16.723,system,system,true,,
6099,358,,,Свързаност,Connectivity,588,VALI,2026-06-03 01:02:16.730,2026-06-03 01:02:16.730,system,system,true,,
6100,359,,,Други,Other,1635,VALI,2026-06-03 01:02:16.737,2026-06-03 01:02:16.737,system,system,true,,
6101,360,,,Захранване,Supply,590,VALI,2026-06-03 01:02:16.747,2026-06-03 01:02:16.747,system,system,true,,
6102,362,,,Цвят,Colour,591,VALI,2026-06-03 01:02:16.783,2026-06-03 01:02:16.783,system,system,true,,
6103,363,,,Профил на бутоните,Structure of buttons,245,VALI,2026-06-03 01:02:16.788,2026-06-03 01:02:16.788,system,system,true,,
3334,832,,,Сензор,Sensor,226,VALI,2026-05-18 11:42:06.112,2026-05-18 11:42:06.112,system,system,true,,
3335,835,,,Микрофон,Microphone,2414,VALI,2026-05-18 11:42:06.116,2026-05-18 11:42:06.116,system,system,true,,
3336,836,,,Други,Other,2420,VALI,2026-05-18 11:42:06.121,2026-05-18 11:42:06.121,system,system,true,,
6104,365,,,Мултимедийни функции,Multimedia Features,247,VALI,2026-06-03 01:02:16.800,2026-06-03 01:02:16.800,system,system,true,,
6105,366,,,Макро бутони,Macro buttons,248,VALI,2026-06-03 01:02:16.803,2026-06-03 01:02:16.803,system,system,true,,
6106,367,,,Други,Other,2141,VALI,2026-06-03 01:02:16.806,2026-06-03 01:02:16.806,system,system,false,,
6107,369,,,Размери,Dimension,250,VALI,2026-06-03 01:02:16.852,2026-06-03 01:02:16.852,system,system,false,,
6108,372,,,Съвместими модели телефони,Compatible phones,1579,VALI,2026-06-03 01:02:16.921,2026-06-03 01:02:16.921,system,system,true,,
6109,373,,,Цвят,Colour,1423,VALI,2026-06-03 01:02:16.926,2026-06-03 01:02:16.926,system,system,true,,
6110,376,,,Свързаност,Connectors,811,VALI,2026-06-03 01:02:16.932,2026-06-03 01:02:16.932,system,system,true,,
6111,377,,,Максимална честота памет,Frequency Memory,793,VALI,2026-06-03 01:02:16.949,2026-06-03 01:02:16.949,system,system,true,,
6112,378,,,Поддръжка на Dualchannel,Support Dualchannel,794,VALI,2026-06-03 01:02:16.977,2026-06-03 01:02:16.977,system,system,true,,
6113,380,,,Капацитет.,Capacity,196,VALI,2026-06-03 01:02:16.979,2026-06-03 01:02:16.979,system,system,true,,
3347,896,,,Тип аксесоар,Type accessory,1023,VALI,2026-05-18 11:42:06.216,2026-05-18 11:42:06.216,system,system,false,,
3348,899,,,Брой батерии,Number of batteries,1028,VALI,2026-05-18 11:42:06.219,2026-05-18 11:42:06.219,system,system,true,,
3349,900,,,Време за зареждане,Charging time,1029,VALI,2026-05-18 11:42:06.224,2026-05-18 11:42:06.224,system,system,true,,
3350,901,,,Други,Other,2073,VALI,2026-05-18 11:42:06.226,2026-05-18 11:42:06.226,system,system,true,,
3351,906,,,Други,Other,2269,VALI,2026-05-18 11:42:06.229,2026-05-18 11:42:06.229,system,system,true,,
6114,381,,,Интерфейс,Interface,197,VALI,2026-06-03 01:02:16.988,2026-06-03 01:02:16.988,system,system,true,,
6115,382,,,Цвят,Colour,2268,VALI,2026-06-03 01:02:16.993,2026-06-03 01:02:16.993,system,system,true,,
6116,383,,,Скорост при четене ,Reading speed,199,VALI,2026-06-03 01:02:17.006,2026-06-03 01:02:17.006,system,system,true,,
6117,384,,,Скорост при запис,Write Speed ,201,VALI,2026-06-03 01:02:17.020,2026-06-03 01:02:17.020,system,system,true,,
6118,386,,,Вградено аудио,Integrated Audio,796,VALI,2026-06-03 01:02:17.031,2026-06-03 01:02:17.031,system,system,false,,
6119,387,,,Вграден LAN,Integrated LAN,797,VALI,2026-06-03 01:02:17.065,2026-06-03 01:02:17.065,system,system,true,,
6120,388,,,Конектор захранване,Power Connector,807,VALI,2026-06-03 01:02:17.087,2026-06-03 01:02:17.087,system,system,true,,
6121,389,,,Слотoве PCI-E x16,PCI-E x16,800,VALI,2026-06-03 01:02:17.096,2026-06-03 01:02:17.096,system,system,true,,
3360,938,,,Размери,Dimension,1040,VALI,2026-05-18 11:42:06.272,2026-05-18 11:42:06.272,system,system,true,,
3361,940,,,Цвят,Colour,1042,VALI,2026-05-18 11:42:06.274,2026-05-18 11:42:06.274,system,system,true,,
3362,944,,,Аларма,Alarm,1045,VALI,2026-05-18 11:42:06.283,2026-05-18 11:42:06.283,system,system,true,,
