"category_id","parameter_id","is_filter"
59,4170,true
298,4446,true
392,4061,true
99,4313,true
517,4880,true
179,4344,true
398,4653,true
366,4813,true
60,3335,true
228,3335,true
156,3335,true
227,3335,true
440,4153,true
373,4839,true
113,4038,true
430,4099,true
436,4768,true
127,4027,true
500,4221,true
57,4031,true
421,4040,true
50,4257,true
99,4046,true
35,4143,true
325,4644,true
423,4067,true
322,4548,true
430,4869,true
115,186,true
227,186,true
115,193,true
227,193,true
443,6813,true
17,4796,true
59,4426,true
440,4170,true
2,4031,true
228,3408,true
37,3408,true
227,3408,true
32,3408,true
228,3409,true
37,3409,true
227,3409,true
228,3411,true
37,3411,true
227,3411,true
32,3411,true
298,4173,true
404,4998,true
152,4191,true
167,4051,true
366,1068,true
4,4053,true
489,4236,true
322,4583,true
333,4434,true
54,6869,true
8,5287,false
32,4033,false
455,4059,true
455,4061,true
455,4063,true
301,4065,true
115,235,true
227,235,true
115,58,true
301,4071,true
455,4074,true
455,4090,true
455,4123,true
455,4149,true
496,4153,true
455,4156,true
496,4166,true
455,4176,true
301,4213,true
301,4214,true
455,4219,true
455,4236,true
516,4237,true
516,4238,true
455,4239,true
516,4240,true
455,4241,true
455,4242,true
516,4243,true
455,4271,true
455,4365,true
301,4365,true
455,4366,true
301,4366,true
455,4367,true
301,4367,true
455,4450,true
455,4467,true
455,4468,true
455,4469,true
455,4470,true
455,4480,true
455,4486,true
455,4487,true
455,4520,true
455,5065,true
455,5067,true
455,5068,true
455,5072,true
455,5073,true
455,5074,true
455,5075,true
455,5077,true
455,5078,true
455,5079,true
455,5472,true
455,5473,true
455,5505,true
301,5652,true
37,4867,true
413,4100,true
406,4124,true
413,5211,true
298,4505,true
325,4384,true
430,4858,true
3,4061,true
167,4443,true
413,4043,true
167,4350,true
440,4167,true
375,4778,true
360,4098,true
360,4031,true
433,4897,true
433,4046,true
35,4485,true
71,4708,true
333,4657,true
489,5638,true
192,4243,true
99,6381,true
50,6869,true
333,4384,true
513,4040,true
440,4474,true
2,4320,true
423,4185,true
421,4093,true
366,6833,true
436,4689,true
99,4672,true
413,4582,true
443,3915,true
263,6745,true
513,4046,true
413,5209,true
421,4559,true
348,4063,true
298,4185,true
3,4049,true
415,4048,true
59,6833,true
489,4157,true
274,3915,true
375,4221,true
500,4483,true
37,4276,true
99,4076,true
489,4254,true
167,4061,true
362,4709,true
375,4858,true
127,4980,true
362,4170,true
436,4034,true
430,4861,true
433,4069,true
430,5212,true
486,4168,true
421,4320,true
500,4240,true
436,5294,true
362,4528,true
433,4043,true
443,4215,true
16,4813,true
50,4171,true
406,4314,true
175,4122,true
517,5220,true
127,4942,true
436,5153,true
298,4240,true
167,5306,true
513,4241,true
413,5172,true
54,4056,true
153,4205,true
430,4074,true
513,4031,true
4,4046,true
71,4032,true
333,4675,true
402,7027,true
167,4191,true
11,4045,true
32,4559,true
167,4241,true
6,4031,true
406,4035,true
423,4689,true
398,4450,true
430,4252,true
380,4532,true
421,5962,true
430,4970,true
436,5276,true
489,4062,true
152,4038,true
59,4071,true
333,4214,true
11,4314,true
322,4242,true
413,5180,true
433,4474,true
392,4475,true
113,1011,true
35,4367,true
333,4051,true
333,4055,true
500,4091,true
360,4037,true
50,751,true
176,4045,true
167,5115,true
230,4060,true
99,4085,true
440,4060,true
436,4033,true
395,4061,true
362,4591,true
517,1011,true
167,4035,true
398,6953,true
430,5156,true
259,7027,true
333,4707,true
362,4073,true
110,4048,true
32,4275,true
32,4850,false
413,4034,true
370,1011,true
453,5100,true
370,5796,true
371,4090,true
369,4236,true
394,4236,true
394,4237,true
394,4238,true
369,4239,true
394,4239,true
369,4240,true
394,4240,true
369,4241,true
394,4241,true
369,4242,true
394,4242,true
394,4243,true
369,4251,true
418,4251,true
369,4252,true
418,4252,true
418,4508,true
369,4510,true
418,4510,true
369,4511,true
369,4512,true
418,4512,true
418,4513,true
418,4810,true
418,5166,true
418,5178,true
418,5179,true
369,5181,true
418,5195,true
369,5797,true
369,5798,true
369,5799,true
369,5800,true
418,5801,true
418,5802,true
418,5803,true
418,5804,true
363,4251,true
363,4252,true
505,4430,true
363,4508,true
363,4510,true
363,4511,true
363,4512,true
363,4808,true
363,4967,true
363,4968,true
363,4970,true
363,4972,true
363,4974,true
363,5082,true
363,5084,true
363,5181,true
363,5243,true
363,5245,true
363,5246,true
363,5249,true
363,5251,true
363,5252,true
363,5257,true
363,5599,true
363,5605,true
363,5609,true
363,5805,true
363,5806,true
363,5807,true
363,5808,true
363,5809,true
363,5810,true
363,5811,true
363,5812,true
363,5813,true
363,5814,true
363,5815,true
363,5816,true
363,5817,true
363,5818,true
363,5819,true
363,5820,true
363,5821,true
363,5822,true
363,5823,true
363,5824,true
363,5825,true
363,5826,true
363,5827,true
363,5828,true
363,5829,true
363,5830,true
363,5831,true
363,5832,true
363,5833,true
363,5834,true
363,5835,true
35,4452,true
489,4074,true
2,4873,true
380,4943,true
35,4097,true
153,4426,true
430,4862,true
57,4123,true
440,4168,true
154,3466,true
167,4090,true
110,4080,true
54,4035,true
436,4400,true
413,5190,true
167,4129,true
366,4807,true
375,7075,true
413,4857,true
392,4390,true
362,4763,true
154,3878,true
72,3878,true
61,3878,true
366,7027,true
127,4048,true
342,3915,true
380,4172,true
113,4037,true
127,4238,true
50,4149,true
57,4027,true
375,4851,true
436,4051,true
366,4054,true
486,1270,true
415,4139,true
128,4464,true
54,5119,true
153,4115,true
59,4281,true
342,3991,true
191,3993,true
325,3993,true
154,3993,true
342,3993,true
72,3993,true
78,3993,true
37,3993,true
11,3993,true
8,3993,false
8,3164,false
32,3991,false
32,123,false
32,3409,false
373,4841,true
59,4033,true
513,4796,true
430,5082,true
430,4223,true
500,5712,true
443,5306,true
325,4023,true
154,4023,true
342,4023,true
72,4023,true
78,4023,true
325,4024,true
154,4024,true
37,4024,true
154,4025,true
72,4025,true
86,4025,true
37,4025,true
37,4058,true
325,4437,true
342,4721,true
342,4841,true
72,4841,true
78,4841,true
325,4841,true
154,4841,true
62,4841,true
86,4841,true
37,4841,true
11,4841,true
61,4841,true
342,4848,true
72,4848,true
78,4848,true
325,4848,true
154,4848,true
62,4848,true
37,4848,true
11,4848,true
61,4848,true
154,4894,true
342,4996,true
325,4997,true
37,5165,true
342,5188,true
11,5190,true
37,5258,true
11,5258,true
62,5427,true
154,5607,true
154,5613,true
154,5615,true
325,5746,true
154,5746,true
342,5746,true
72,5746,true
78,5746,true
37,5746,true
61,5746,true
154,5809,true
325,5828,true
37,5837,true
342,5838,true
11,5839,true
78,5840,true
154,5841,true
72,5841,true
342,5842,true
37,5843,true
11,5844,true
325,5845,true
342,5845,true
11,5845,true
342,5846,true
325,5847,true
154,5847,true
342,5847,true
72,5847,true
62,5847,true
78,5847,true
86,5847,true
37,5847,true
11,5847,true
61,5847,true
11,5848,true
342,5849,true
72,5849,true
325,5850,true
78,5851,true
342,5852,true
37,5853,true
37,5855,true
154,5856,true
72,5856,true
11,5858,true
61,5859,true
37,5860,true
325,5862,true
11,5863,true
325,5865,true
62,5865,true
61,5865,true
342,5866,true
78,5867,true
17,4031,true
54,5099,true
322,4585,true
433,4629,true
421,4221,true
54,4063,true
513,5738,true
37,4828,true
430,4242,true
152,5096,true
380,4991,true
54,4250,true
362,4051,true
366,4267,true
285,7075,true
298,4447,true
413,4095,true
6,4789,true
443,5373,true
333,4191,true
8,5864,false
8,5845,false
8,5195,false
8,5828,false
8,5847,false
8,5861,false
8,4841,false
8,5854,false
32,4024,false
32,4601,false
32,5845,false
32,5855,false
32,5857,false
32,5868,false
32,4997,false
32,5746,false
32,4841,false
32,4848,false
32,5188,false
32,5847,false
32,5853,false
32,5860,false
32,5694,false
32,5605,false
32,4058,false
37,5868,true
11,5870,true
11,5871,true
325,5872,true
154,5873,true
8,5874,true
342,5875,true
325,5876,true
37,5878,true
325,5880,true
37,5882,true
325,5883,true
154,5883,true
342,5883,true
62,5883,true
11,5883,true
61,5883,true
11,5885,true
72,5886,true
61,5887,true
37,5888,true
443,5889,true
191,5889,true
342,5889,true
72,5889,true
78,5889,true
325,5889,true
154,5889,true
62,5889,true
86,5889,true
37,5889,true
11,5889,true
61,5889,true
37,5891,true
78,5892,true
11,5893,true
342,5895,true
154,5896,true
11,5897,true
78,5898,true
11,5899,true
78,5900,true
78,5902,true
325,5903,true
325,5904,true
37,5905,true
11,5906,true
37,5907,true
154,5909,true
154,5910,true
78,5911,true
78,5912,true
37,5912,true
154,5913,true
37,5914,true
62,5915,true
72,5916,true
325,5917,true
342,5919,true
78,5919,true
154,5920,true
37,5920,true
78,5921,true
325,5922,true
154,5922,true
342,5922,true
72,5922,true
62,5922,true
78,5922,true
86,5922,true
37,5922,true
11,5922,true
61,5922,true
37,5923,true
342,5924,true
72,5924,true
342,5925,true
61,5927,true
342,5928,true
325,5931,true
37,5932,true
37,4706,true
375,4478,true
404,6742,true
500,4114,true
230,4043,true
325,4603,true
325,4360,true
375,4850,true
402,6954,true
517,5258,true
500,5686,true
380,4913,true
99,4662,true
99,4044,true
298,4484,true
35,4056,true
500,4083,true
57,4142,true
325,6873,true
175,4047,true
50,4757,true
443,6993,true
35,6833,true
298,4426,true
16,4816,true
325,4532,true
298,4191,true
128,4400,true
99,4710,true
413,4865,true
375,4879,true
333,208,true
50,4243,true
423,5051,true
298,4361,true
127,4675,true
413,5212,true
333,4142,true
421,1197,true
35,933,true
392,4868,true
153,4319,true
486,4191,true
436,5273,true
16,4806,true
413,4054,true
436,4042,true
489,5642,true
50,4164,true
127,7027,true
423,5230,true
2,4855,true
360,4059,true
517,4784,true
362,4745,true
153,5687,true
325,4602,true
8,5889,false
8,5908,false
8,5869,true
8,5929,false
8,5926,false
8,5901,false
32,5879,false
32,5881,false
32,5877,false
32,5889,false
32,5884,false
32,5918,false
32,5930,false
32,5920,false
32,4060,false
237,4020,false
247,4023,false
62,4023,false
236,4023,false
321,4025,false
231,1820,false
100,4021,false
238,4020,false
246,4023,false
60,4023,false
231,1828,false
100,4022,false
238,4022,false
235,4023,false
231,1853,false
100,4023,false
489,1833,false
238,4023,false
86,4023,false
244,4023,false
235,4025,false
402,4023,false
240,4023,false
249,4020,false
231,1844,false
231,1845,false
231,1816,false
500,1833,false
486,1830,false
52,4020,false
231,1847,false
235,4026,false
6,4025,false
22,4023,false
231,4023,false
231,4024,false
236,4026,false
231,1835,false
321,4023,false
237,4023,false
486,1852,false
231,1833,false
380,4051,true
231,4021,false
237,4022,false
231,1819,false
231,1840,false
440,1830,false
245,4023,false
298,1833,false
231,1830,false
37,4023,false
517,1833,false
237,4021,false
237,4024,false
61,4023,false
231,4020,false
52,4023,false
249,4023,false
231,4022,false
11,4023,false
191,4023,false
430,1830,false
32,4023,false
421,1830,false
242,4023,false
249,4022,false
52,4022,false
333,1833,false
231,1839,false
513,1833,false
402,356,true
402,3164,true
348,4034,true
6,5218,true
99,4191,true
413,4853,true
404,4054,true
402,3993,true
398,6869,true
78,4022,true
402,4118,true
6,4118,true
191,4841,true
402,4841,true
191,4848,true
60,4848,true
6,4848,true
22,4848,true
60,5188,true
6,5190,true
191,5746,true
60,5746,true
22,5746,true
6,5804,true
402,5839,true
191,5847,true
60,5847,true
402,5847,true
6,5847,true
22,5847,true
60,5865,true
22,5883,true
60,5889,true
402,5889,true
6,5889,true
22,5889,true
402,5893,true
191,5922,true
60,5922,true
402,5922,true
6,5922,true
22,5922,true
78,5933,true
402,5934,true
402,5935,true
6,5936,true
6,5937,true
6,5938,true
191,5939,true
60,5940,true
78,5941,true
402,5942,true
402,5943,true
402,5944,true
402,5945,true
191,5946,true
402,5947,true
402,5948,true
402,5949,true
382,4365,true
340,4365,true
382,4366,true
340,4366,true
382,4367,true
340,4367,true
421,4076,true
1,4034,true
1,4038,true
1,4041,true
1,4045,true
1,4063,true
1,4123,true
1,4200,true
1,4368,true
1,4369,true
1,4539,true
99,1833,false
37,1830,false
113,1833,false
59,1833,false
32,1830,false
99,4653,true
423,4687,true
392,4074,true
153,1833,false
500,325,true
430,4871,true
110,4081,true
57,1270,true
110,4037,true
298,4451,true
37,4849,true
16,4805,true
413,4093,true
120,4059,true
298,4473,true
373,4043,true
380,6981,true
513,4824,true
17,1270,true
59,4038,true
500,4668,true
415,4787,true
436,4046,true
413,5136,true
325,4645,true
298,4519,true
380,4918,true
443,4073,true
373,4027,true
423,4031,true
325,4050,true
71,4057,true
517,4545,true
362,4032,true
440,4778,true
433,5137,true
380,4447,true
513,4054,true
413,4860,true
17,4027,true
500,4072,true
440,4633,true
50,4774,true
413,4393,true
35,4051,true
362,119,true
362,4298,true
11,4067,true
153,5714,true
430,5037,true
375,4868,true
489,4048,true
325,4640,true
421,4056,true
2,4774,true
421,4778,true
406,4224,true
99,4700,true
35,325,true
113,4050,true
322,4570,true
99,4240,true
415,4033,true
443,4602,true
430,4073,true
167,5126,true
375,4061,true
128,1011,true
360,4070,true
433,4049,true
402,5071,true
2,4589,true
37,4161,true
167,4222,true
440,4185,true
392,4240,true
380,4924,true
167,4314,true
128,4433,true
127,4913,true
192,4237,true
402,5067,true
489,5651,true
392,4033,true
35,4461,true
298,4524,true
35,4038,true
398,7066,true
128,6788,true
333,4446,true
443,4344,true
17,4046,true
6,4063,true
398,4050,true
325,4084,true
375,4876,true
57,4035,true
167,4175,true
2,4074,true
500,4381,true
366,4048,true
443,5368,true
54,4139,true
489,4628,true
17,4785,true
443,5309,true
517,4543,true
298,4401,true
500,4175,true
298,4462,true
128,4062,true
37,1202,true
325,4605,true
16,4789,true
192,4241,true
298,4317,true
380,4908,true
402,4047,true
50,4237,true
380,4034,true
153,4421,true
430,4510,true
402,5061,true
54,4211,true
489,4251,true
99,4040,true
513,4793,true
517,4514,true
517,4035,true
57,4048,true
167,4148,true
110,4049,true
298,4517,true
430,5141,true
298,3915,true
366,4314,true
380,4160,true
298,4209,true
120,4061,true
54,5123,true
167,5116,true
167,7027,true
413,4320,true
430,5137,true
395,4448,true
298,4448,true
32,4199,true
500,4173,true
2,4040,true
413,5193,true
436,4532,true
423,4827,true
66,4139,true
265,6833,true
99,4037,true
325,4624,true
2,5133,true
322,4631,true
127,933,true
507,4111,true
507,4113,true
507,4251,true
507,4252,true
507,4508,true
507,4510,true
507,4512,true
243,4559,true
507,5082,true
507,5084,true
243,5167,true
243,5192,true
243,5202,true
507,5711,true
243,5811,true
243,5812,true
243,5950,true
243,5951,true
243,5952,true
243,5953,true
243,5954,true
243,5955,true
507,5956,true
507,5957,true
507,5958,true
507,5959,true
507,5960,true
413,5131,true
443,4497,true
127,4185,true
176,6953,true
176,4033,true
167,4346,true
167,5319,true
128,4401,true
398,5057,true
50,4758,true
298,4221,true
406,5116,true
440,4027,true
398,6981,true
99,4033,true
423,4944,true
380,4054,true
406,4216,true
443,5114,true
128,4421,true
59,4145,true
127,4237,true
325,4522,true
440,4706,true
430,5236,true
500,5725,true
153,5719,true
500,4262,true
500,4527,true
440,4849,true
325,4643,true
500,4315,true
443,4735,true
50,4242,true
99,4359,true
430,4155,true
6,4769,true
2,4861,true
443,5352,true
127,1011,true
373,4821,true
37,4860,true
440,4848,true
423,5035,true
489,5634,true
500,4374,true
500,5130,true
406,4609,true
443,4160,true
127,4090,true
59,1270,true
440,4157,true
489,4216,true
59,4209,true
127,4410,true
99,4035,true
362,4149,true
59,4149,true
360,4048,true
120,4144,true
16,4819,true
59,4340,true
513,4791,true
120,6833,true
120,4027,true
443,4350,true
443,4079,true
373,1626,true
6,4043,true
375,4162,true
37,4761,true
440,4847,true
325,4523,true
120,4173,true
57,6833,true
230,4035,true
362,4284,true
436,4058,true
17,4790,true
486,4063,true
54,5124,true
120,1202,true
406,4236,true
333,4640,true
167,4261,true
6,5133,true
423,6833,true
366,4050,true
395,4240,true
423,5039,true
230,4238,true
11,4221,true
366,4801,true
486,4054,true
413,4613,true
430,5244,true
17,4817,true
59,4443,true
59,4037,true
325,4361,true
380,4900,true
436,5290,true
375,4163,true
167,4428,true
398,4030,true
6,4059,true
57,4133,true
153,4428,true
443,5097,true
333,4075,true
54,5105,true
440,4243,true
421,4063,true
128,4139,true
50,4199,true
6,4038,true
127,4981,true
406,4421,true
261,6953,true
71,4093,true
443,4480,true
37,4062,true
430,4239,true
430,4046,true
360,4047,true
443,5117,true
517,4544,true
99,4428,true
32,4097,false
167,5104,true
99,119,true
3,4546,true
433,4033,true
35,4071,true
413,1270,true
153,6953,true
59,4027,true
392,4880,true
440,4042,true
362,4031,true
415,4557,true
175,4031,true
398,4031,true
176,4074,true
298,4531,true
433,4169,true
298,4410,true
433,4866,true
230,4061,true
50,4773,true
17,4045,true
430,4093,true
120,4031,true
288,6953,true
517,6953,true
406,4122,true
2,5153,true
430,5143,true
57,4108,true
443,4434,true
153,5019,true
366,4819,true
2,4849,true
395,4238,true
11,4055,true
486,4082,true
440,4879,true
392,4040,true
375,4853,true
362,4083,true
375,119,true
489,4340,true
380,4410,true
406,4264,true
380,4073,true
489,4602,true
57,5740,true
398,4060,true
517,4366,true
6,4863,true
443,4148,true
37,4163,true
430,4848,true
440,4478,true
277,7027,true
413,5206,true
392,4110,true
298,4520,true
398,4034,true
375,4034,true
413,5158,true
513,7027,true
423,4034,true
325,4066,true
489,5641,true
430,4045,true
489,4093,true
362,4139,true
37,4060,true
430,4038,true
348,4739,true
298,4082,true
99,6745,true
430,4048,true
35,4441,true
430,5239,true
500,5688,true
2,4041,true
322,4555,true
16,4139,true
120,4038,true
406,4211,true
57,4769,true
167,4605,true
398,4393,true
360,4270,true
325,4410,true
366,4787,true
443,5365,true
489,4057,true
3,4558,true
325,4359,true
500,4048,true
35,4211,true
4,4049,true
421,4047,true
413,4774,true
402,5079,true
35,4491,true
54,4263,true
4,5079,true
380,4938,true
128,4043,true
392,4320,true
433,4314,true
99,4055,true
360,4074,true
6,5223,true
406,5098,true
127,325,true
6,4027,true
406,4059,true
298,4079,true
421,4239,true
406,4706,true
433,4155,true
489,5335,true
17,4047,true
423,4320,true
3,4566,true
366,5796,true
298,4384,true
167,5110,true
360,4051,true
54,4054,true
153,4430,true
50,4771,true
333,119,true
4,4520,true
99,4532,true
153,4035,true
50,4043,true
153,4172,true
153,5008,true
179,4090,true
443,5122,true
113,4090,true
99,4042,true
513,4242,true
380,4059,true
35,4173,true
375,4158,true
71,6833,true
322,4577,true
436,5285,true
423,4057,true
366,4067,true
127,4033,true
415,4517,true
366,4831,true
54,5102,true
380,4072,true
167,437,true
362,749,true
153,4160,true
406,5107,true
37,4164,true
406,4238,true
380,4453,true
402,4045,true
333,4699,true
2,4269,true
402,4053,true
17,4055,true
375,4890,true
486,325,true
402,5070,true
59,4030,true
59,4074,true
167,4480,true
127,4060,true
443,5107,true
443,4425,true
406,4263,true
127,4239,true
430,5177,true
500,5702,true
298,4176,true
421,4237,true
333,4656,true
50,4748,true
167,4123,true
513,4735,true
35,4271,true
413,5159,true
298,4498,true
430,4697,true
375,7110,true
375,4883,true
110,4039,true
167,4735,true
2,5135,true
500,4318,true
298,4485,true
443,6486,true
285,3857,true
167,4250,true
486,4189,true
127,4045,true
11,4097,true
373,4142,true
298,4438,true
436,4040,true
348,4732,true
392,4168,true
54,4428,true
322,4063,true
298,4172,true
298,4050,true
50,4293,true
404,4995,true
37,4601,true
430,4033,true
430,5262,true
127,4142,true
517,5741,true
500,5674,true
398,4686,true
11,5030,true
35,4160,true
430,1197,true
406,4735,true
375,4071,true
413,5204,true
50,4889,true
99,4120,true
489,4209,true
380,4925,true
360,4093,true
127,4168,true
298,4536,true
440,5139,true
333,4710,true
50,4782,true
517,4056,true
325,4609,true
366,4821,true
380,4964,true
298,4132,true
37,4027,true
398,4400,true
411,4027,true
258,6381,true
54,4142,true
436,5267,true
11,6745,true
110,4050,true
37,1197,true
35,4460,true
2,4851,true
2,5131,true
298,4457,true
128,4030,true
322,4567,true
333,4430,true
517,4667,true
413,4252,true
430,5084,true
402,4467,true
333,4721,true
298,4481,true
333,4428,true
99,4374,true
413,4974,true
436,4043,true
35,4212,true
127,4901,true
71,4040,true
2,1011,true
2,4058,true
113,4060,true
517,4054,true
443,5125,true
71,4049,true
176,4046,true
375,4857,true
263,7089,true
413,7027,true
489,4255,true
433,6745,true
298,7075,true
17,4041,true
413,4288,true
489,4595,true
362,4366,true
325,6579,true
436,4531,true
16,4804,true
59,4593,true
50,4170,true
99,4430,true
413,4721,true
54,5097,true
395,4063,true
375,4893,true
517,4967,true
366,4034,true
153,4315,true
486,4047,true
404,5081,true
113,4074,true
128,4074,true
440,6833,true
153,6740,true
35,4170,true
362,4320,true
325,7075,true
489,4035,true
430,5245,true
37,4034,true
32,4239,false
37,4199,true
35,4295,true
50,4761,true
298,4521,true
443,4205,true
402,4037,true
167,4074,true
167,4141,true
413,4611,true
35,4053,true
362,117,true
322,4042,true
35,4264,true
59,5642,true
2,7027,true
366,4808,true
298,4142,true
11,4236,true
35,4484,true
411,4367,true
395,6833,true
513,4034,true
50,5877,true
375,4150,true
298,4480,true
423,4149,true
99,4057,true
99,4077,true
415,4789,true
430,4881,true
54,4125,true
402,4063,true
99,4048,true
430,4100,true
380,4058,true
37,4876,true
152,4176,true
489,4215,true
413,4873,true
423,4045,true
395,4045,true
17,4795,true
50,4759,true
413,5184,true
264,6953,true
99,4189,true
54,4447,true
430,7027,true
436,4032,true
35,4059,true
398,4200,true
430,5201,true
360,4099,true
175,6833,true
153,4762,true
440,4169,true
360,4033,true
127,4425,true
362,186,true
440,4162,true
366,4784,true
398,4640,true
406,4687,true
360,4073,true
37,4172,true
415,4238,true
423,4035,true
298,889,true
167,4042,true
443,4091,true
366,4817,true
366,4825,true
261,6833,true
54,4040,true
423,4366,true
128,4214,true
360,4275,true
392,4636,true
322,4566,true
57,4063,true
375,4050,true
380,4960,true
362,4668,true
179,4040,true
167,4173,true
380,4536,true
430,4320,true
486,4031,true
128,4199,true
404,4053,true
436,5274,true
4,5077,true
436,5291,true
362,4752,true
443,5127,true
6,5224,true
4,5063,true
395,5048,true
298,4429,true
128,4450,true
37,4156,true
153,5680,true
322,4043,true
489,4214,true
153,4056,true
333,3915,true
443,4833,true
440,7075,true
153,4046,true
11,4037,true
433,4038,true
17,4034,true
375,4863,true
54,4430,true
366,4823,true
421,4096,true
513,4785,true
500,4359,true
153,4887,true
322,4568,true
406,7027,true
230,6745,true
325,4032,true
333,4150,true
430,4062,true
325,7001,true
37,4735,true
404,4992,true
392,5040,true
489,5644,true
486,4046,true
167,5349,true
430,5241,true
37,4157,true
375,4055,true
176,7066,true
333,4544,true
127,4914,true
443,5119,true
406,4138,true
500,5715,true
443,5317,true
366,4472,true
406,4450,true
35,4262,true
489,4434,true
406,4125,true
50,7075,true
362,4239,true
402,4034,true
360,4390,true
325,4606,true
375,4166,true
8,4314,false
32,4062,false
392,4862,true
436,4243,true
298,4535,true
325,4646,true
373,4786,true
298,4441,true
37,4158,true
366,4810,true
443,5318,true
440,4566,true
333,4044,true
440,746,true
325,4649,true
50,4073,true
430,5155,true
380,4366,true
99,4542,true
71,4035,true
436,4530,true
259,6945,true
360,4043,true
35,4319,true
395,4062,true
298,4237,true
392,5034,true
436,5284,true
362,4756,true
37,4059,true
443,4247,true
375,4037,true
513,4697,true
167,7076,true
375,4591,true
54,4073,true
421,4155,true
443,4706,true
71,4272,true
406,6212,true
366,4820,true
430,5263,true
406,4428,true
325,4124,true
99,4393,true
322,4031,true
17,4690,true
298,1068,true
17,4798,true
360,4041,true
192,4238,true
4,4051,true
398,4065,true
395,4051,true
398,5050,true
443,5328,true
298,4261,true
413,4065,true
333,4448,true
413,5208,true
406,4239,true
489,7074,true
500,6212,true
57,5742,true
3,4031,true
333,4692,true
423,4367,true
16,4054,true
380,4951,true
127,4918,true
298,4493,true
120,4056,true
415,4061,true
50,4082,true
6,4041,true
167,4237,true
380,4946,true
120,4125,true
360,4198,true
489,4168,true
35,4138,true
415,5222,true
500,4247,true
127,4400,true
259,6486,true
500,4093,true
120,4033,true
11,7027,true
99,4656,true
489,4510,true
179,4122,true
17,4139,true
17,7027,true
373,4050,true
404,4056,true
6,4055,true
413,4867,true
413,4855,true
175,4205,true
375,4043,true
35,4463,true
489,4961,true
153,1270,true
2,4854,true
2,4042,true
128,4261,true
35,4140,true
333,4160,true
430,4886,true
50,4241,true
440,4048,true
421,6833,true
59,5635,true
430,4154,true
443,4278,true
167,5371,true
35,4237,true
380,4952,true
380,4905,true
175,4133,true
54,4686,true
430,4859,true
333,6579,true
433,4041,true
436,5143,true
35,4447,true
71,4051,true
398,4116,true
398,4067,true
35,4366,true
179,4043,true
436,4711,true
415,4027,true
3,4064,true
440,4898,true
54,4062,true
50,4295,true
11,4093,true
436,5292,true
35,4464,true
415,4367,true
433,5962,true
517,4863,true
152,4041,true
392,4073,true
348,4738,true
298,4207,true
443,4132,true
54,4247,true
16,4814,true
35,4073,true
366,4828,true
128,5046,true
71,4027,true
380,4718,true
8,4034,false
32,4040,false
440,4175,true
366,4812,true
413,4236,true
175,4034,true
2,4856,true
4,5072,true
375,4882,true
440,4093,true
192,4725,true
2,4288,true
517,4238,true
167,5317,true
3,4560,true
37,4035,true
127,4204,true
500,5704,true
35,4061,true
402,5064,true
423,5034,true
99,1011,true
362,4775,true
333,4133,true
413,5214,true
127,4279,true
430,5256,true
380,4045,true
35,4057,true
433,4073,true
153,4264,true
513,4787,true
406,5124,true
362,4283,true
421,4269,true
35,4421,true
16,4047,true
35,4434,true
395,4236,true
402,4124,true
398,4611,true
430,4856,true
415,5219,true
433,1202,true
59,4636,true
406,4093,true
375,4889,true
113,4059,true
54,6954,true
430,4050,true
6,4033,true
4,4157,true
415,4046,true
230,4236,true
6,4045,true
421,4856,true
380,4923,true
406,4447,true
406,5110,true
99,4065,true
298,4160,true
153,4886,true
440,1270,true
298,4145,true
2,4858,true
167,4027,true
380,4932,true
413,5202,true
192,4734,true
430,4027,true
167,5334,true
153,4074,true
50,4046,true
327,7074,true
59,4031,true
380,4899,true
404,4074,true
2,5142,true
500,5727,true
4,4464,true
325,4202,true
513,5734,true
35,4425,true
50,4285,true
153,4034,true
298,4478,true
266,6953,true
398,4471,true
430,5131,true
373,4832,true
375,4074,true
2,4693,true
333,4317,true
404,4318,true
413,4578,true
421,4873,true
11,4027,true
436,4237,true
54,5107,true
430,5257,true
16,4809,true
167,4170,true
325,4497,true
230,4063,true
298,4474,true
398,4046,true
406,5121,true
50,4269,true
99,4677,true
298,6981,true
433,4037,true
423,5056,true
500,4080,true
113,4048,true
6,4142,true
99,4072,true
395,5044,true
298,4501,true
366,4055,true
380,4027,true
423,4054,true
380,4928,true
517,4027,true
4,4043,true
11,4709,true
517,5052,true
153,5699,true
333,6381,true
402,1270,true
395,6788,true
298,4030,true
298,4091,true
99,4682,true
298,4522,true
443,5123,true
436,5272,true
11,4043,true
430,4199,true
433,5130,true
192,4061,true
71,4274,true
366,4686,true
322,4558,true
325,4185,true
298,4236,true
373,4410,true
35,4428,true
380,4945,true
423,4271,true
175,4055,true
440,6745,true
167,6833,true
366,4809,true
298,4124,true
375,4760,true
32,4237,false
32,4160,false
153,4061,true
167,4055,true
392,4631,true
167,4133,true
366,4803,true
99,4221,true
333,4211,true
360,4034,true
362,6745,true
413,5197,true
275,7027,true
152,4042,true
489,4173,true
517,4974,true
430,4508,true
35,4250,true
500,4139,true
4,6833,true
373,1625,true
375,4051,true
380,4717,true
486,4176,true
50,4290,true
99,4083,true
443,5358,true
127,4690,true
322,4564,true
489,4129,true
59,4152,true
167,5321,true
373,4846,true
298,4180,true
192,4034,true
333,4714,true
192,4726,true
421,4276,true
406,4165,true
430,4601,true
322,4550,true
16,4811,true
6,4897,true
167,5120,true
398,4056,true
333,4052,true
99,4056,true
443,5310,true
517,4037,true
99,4318,true
380,4042,true
